"SEGMENTID","ONSTREETNAME","FROMSTREETNAME","TOSTREETNAME","BOROUGH_CODE","WORK_START_DATE","WORK_END_DATE","PURPOSE"
166006,"EAST   76 STREET","MADISON AVENUE","PARK AVENUE","M",2017-10-28,2017-11-06,"OCCUPANCY OF SIDEWALK AS STIPULATED"
166006,"EAST   76 STREET","MADISON AVENUE","PARK AVENUE","M",2017-10-28,2017-11-06,"PLACE CRANE OR SHOVEL ON STREET"
23260,"WARREN STREET","CHURCH STREET","WEST BROADWAY","M",2017-10-28,2017-11-06,"OCCUPANCY OF ROADWAY AS STIPULATED"
23260,"WARREN STREET","CHURCH STREET","WEST BROADWAY","M",2017-10-28,2017-11-06,"OCCUPANCY OF SIDEWALK AS STIPULATED"
236949,"WEST   20 STREET","HIGH LINE","11 AVENUE","M",2017-10-28,2017-11-06,"OCCUPANCY OF ROADWAY AS STIPULATED"
32114,"WOOSTER STREET","BROOME STREET","SPRING STREET","M",2017-10-28,2017-11-06,"PLACE CRANE OR SHOVEL ON STREET"
32366,"SPRING STREET","BROADWAY","CROSBY STREET","M",2017-10-28,2017-11-06,"OCCUPANCY OF ROADWAY AS STIPULATED"
32366,"SPRING STREET","BROADWAY","CROSBY STREET","M",2017-10-28,2017-11-06,"PLACE CRANE OR SHOVEL ON STREET"
9000242,"WEST   56 STREET","10 AVENUE","11 AVENUE","M",2017-10-28,2017-11-06,"OCCUPANCY OF ROADWAY AS STIPULATED"
9000242,"WEST   56 STREET","10 AVENUE","11 AVENUE","M",2017-10-28,2017-11-06,"OCCUPANCY OF SIDEWALK AS STIPULATED"
9000242,"WEST   56 STREET","10 AVENUE","11 AVENUE","M",2017-10-28,2017-11-06,"PLACE CRANE OR SHOVEL ON STREET"
9000243,"WEST   56 STREET","10 AVENUE","11 AVENUE","M",2017-10-28,2017-11-06,"OCCUPANCY OF ROADWAY AS STIPULATED"
9000243,"WEST   56 STREET","10 AVENUE","11 AVENUE","M",2017-10-28,2017-11-06,"OCCUPANCY OF SIDEWALK AS STIPULATED"
9000243,"WEST   56 STREET","10 AVENUE","11 AVENUE","M",2017-10-28,2017-11-06,"PLACE CRANE OR SHOVEL ON STREET"
9000244,"WEST   56 STREET","10 AVENUE","11 AVENUE","M",2017-10-28,2017-11-06,"OCCUPANCY OF ROADWAY AS STIPULATED"
9000244,"WEST   56 STREET","10 AVENUE","11 AVENUE","M",2017-10-28,2017-11-06,"OCCUPANCY OF SIDEWALK AS STIPULATED"
9000244,"WEST   56 STREET","10 AVENUE","11 AVENUE","M",2017-10-28,2017-11-06,"PLACE CRANE OR SHOVEL ON STREET"
160551,"SEAVIEW AVENUE","PATTERSON AVENUE","QUINCY AVENUE","S",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
160580,"QUINCY AVENUE","LIBERTY AVENUE","SEAVIEW AVENUE","S",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
160581,"QUINCY AVENUE","LIBERTY AVENUE","SEAVIEW AVENUE","S",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
160582,"SEAVIEW AVENUE","OCEANSIDE AVENUE","QUINCY AVENUE","S",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
160583,"SEAVIEW AVENUE","OCEANSIDE AVENUE","QUINCY AVENUE","S",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
193539,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
193539,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
193539,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
193743,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
193743,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
193743,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
22827,"STATE STREET","BOND STREET","NEVINS STREET","B",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
22827,"STATE STREET","BOND STREET","NEVINS STREET","B",2017-10-28,2017-10-30,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
265023,"WEST BROADWAY","BLEECKER STREET","WEST    3 STREET","M",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
265023,"WEST BROADWAY","BLEECKER STREET","WEST    3 STREET","M",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
271227,"WEST   15 STREET","HIGH LINE","9 AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
271228,"WEST   15 STREET","HIGH LINE","9 AVENUE","M",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
271331,"WEST   52 STREET","5 AVENUE","6 AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
271331,"WEST   52 STREET","5 AVENUE","6 AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
271331,"WEST   52 STREET","5 AVENUE","6 AVENUE","M",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
271332,"WEST   52 STREET","5 AVENUE","6 AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
271332,"WEST   52 STREET","5 AVENUE","6 AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
271332,"WEST   52 STREET","5 AVENUE","6 AVENUE","M",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
282496,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
282496,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
282496,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
282497,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
282497,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
282497,"WEST   71 STREET","RIVERSIDE BOULEVARD","WEST END AVENUE","M",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
291092,"SEAVIEW AVENUE","PATTERSON AVENUE","QUINCY AVENUE","S",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
291093,"SEAVIEW AVENUE","PATTERSON AVENUE","QUINCY AVENUE","S",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
34200,"WEST   47 STREET","6 AVENUE","7 AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
34973,"WYTHE AVENUE","NORTH    9 STREET","NORTH   10 STREET","B",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
34973,"WYTHE AVENUE","NORTH    9 STREET","NORTH   10 STREET","B",2017-10-28,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
34973,"WYTHE AVENUE","NORTH    9 STREET","NORTH   10 STREET","B",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
35959,"EAST   45 STREET","2 AVENUE","3 AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
35959,"EAST   45 STREET","2 AVENUE","3 AVENUE","M",2017-10-28,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
35959,"EAST   45 STREET","2 AVENUE","3 AVENUE","M",2017-10-28,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
32197,"MINETTA LANE","6 AVENUE","MINETTA STREET","M",2017-10-28,2017-11-27,"OCCUPANCY OF ROADWAY AS STIPULATED"
20957,"47 STREET","7 AVENUE","8 AVENUE","B",2017-10-27,2017-10-30,"DOT IN-HOUSE PAVING"
36441,"LEXINGTON AVENUE","EAST   72 STREET","EAST   73 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37448,"LEXINGTON AVENUE","EAST   73 STREET","EAST   74 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37449,"LEXINGTON AVENUE","EAST   74 STREET","EAST   75 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37525,"LEXINGTON AVENUE","EAST   75 STREET","EAST   76 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37528,"LEXINGTON AVENUE","EAST   76 STREET","EAST   77 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37542,"LEXINGTON AVENUE","EAST   77 STREET","EAST   78 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37543,"LEXINGTON AVENUE","EAST   78 STREET","EAST   79 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37545,"LEXINGTON AVENUE","EAST   79 STREET","EAST   80 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37547,"LEXINGTON AVENUE","EAST   80 STREET","EAST   81 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37564,"LEXINGTON AVENUE","EAST   81 STREET","EAST   82 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37640,"LEXINGTON AVENUE","EAST   82 STREET","EAST   83 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37642,"LEXINGTON AVENUE","EAST   83 STREET","EAST   84 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37645,"LEXINGTON AVENUE","EAST   84 STREET","EAST   85 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37661,"LEXINGTON AVENUE","EAST   85 STREET","EAST   86 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37662,"LEXINGTON AVENUE","EAST   86 STREET","EAST   87 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37664,"LEXINGTON AVENUE","EAST   87 STREET","EAST   88 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37666,"LEXINGTON AVENUE","EAST   88 STREET","EAST   89 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37671,"LEXINGTON AVENUE","EAST   89 STREET","EAST   90 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37775,"LEXINGTON AVENUE","EAST   92 STREET","EAST   93 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37778,"LEXINGTON AVENUE","EAST   93 STREET","EAST   94 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37793,"LEXINGTON AVENUE","EAST   94 STREET","EAST   95 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37795,"LEXINGTON AVENUE","EAST   95 STREET","EAST   96 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
34173,"WEST   40 STREET","5 AVENUE","6 AVENUE","M",2017-10-27,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
37772,"LEXINGTON AVENUE","EAST   90 STREET","EAST   91 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
37773,"LEXINGTON AVENUE","EAST   91 STREET","EAST   92 STREET","M",2017-10-27,2017-11-02,"DOT IN-HOUSE PAVING"
11158,"HEMPSTEAD AVENUE","COLONY AVENUE","OLYMPIA BOULEVARD","S",2017-10-27,2017-11-02,"OCCUPANCY OF ROADWAY AS STIPULATED"
11158,"HEMPSTEAD AVENUE","COLONY AVENUE","OLYMPIA BOULEVARD","S",2017-10-27,2017-11-02,"PLACE CRANE OR SHOVEL ON STREET"
163758,"FRANKLIN AVENUE","ATLANTIC AVENUE","BREVOORT PLACE","B",2017-10-27,2017-11-01,"DOT IN-HOUSE PAVING"
22516,"2 STREET","BOND STREET","HOYT STREET","B",2017-10-27,2017-10-31,"DOT IN-HOUSE MILLING"
22523,"2 STREET","BOND STREET","BODY OF WATER","B",2017-10-27,2017-10-31,"DOT IN-HOUSE MILLING"
332,"LORETTO STREET","BILLOP AVENUE","CLERMONT AVENUE","S",2017-10-27,2017-11-01,"OCCUPANCY OF SIDEWALK AS STIPULATED"
332,"LORETTO STREET","BILLOP AVENUE","CLERMONT AVENUE","S",2017-10-27,2017-11-01,"PLACE CRANE OR SHOVEL ON STREET"
267780,"47 ROAD","CENTER BOULEVARD","DEAD END","Q",2017-10-27,2017-11-10,"REPAIR WATER - SEWER"
22382,"2 STREET","HOYT STREET","SMITH STREET","B",2017-10-27,2017-10-31,"DOT IN-HOUSE MILLING"
11143,"HEMPSTEAD AVENUE","BADEN PLACE","COLONY AVENUE","S",2017-10-27,2017-11-02,"OCCUPANCY OF ROADWAY AS STIPULATED"
11167,"COLONY AVENUE","HEMPSTEAD AVENUE","MAPLETON AVENUE","S",2017-10-27,2017-11-02,"OCCUPANCY OF ROADWAY AS STIPULATED"
163759,"FRANKLIN AVENUE","ATLANTIC AVENUE","BREVOORT PLACE","B",2017-10-27,2017-11-01,"DOT IN-HOUSE PAVING"
29560,"FRANKLIN AVENUE","HANCOCK STREET","JEFFERSON AVENUE","B",2017-10-27,2017-11-01,"DOT IN-HOUSE PAVING"
29562,"FRANKLIN AVENUE","BREVOORT PLACE","LEFFERTS PLACE","B",2017-10-27,2017-11-01,"DOT IN-HOUSE PAVING"
29563,"FRANKLIN AVENUE","FULTON STREET","LEFFERTS PLACE","B",2017-10-27,2017-11-01,"DOT IN-HOUSE PAVING"
29565,"FRANKLIN AVENUE","FULTON STREET","HANCOCK STREET","B",2017-10-27,2017-11-01,"DOT IN-HOUSE PAVING"
29574,"FRANKLIN AVENUE","MADISON STREET","PUTNAM AVENUE","B",2017-10-27,2017-11-01,"DOT IN-HOUSE PAVING"
29576,"FRANKLIN AVENUE","MADISON STREET","MONROE STREET","B",2017-10-27,2017-11-01,"DOT IN-HOUSE PAVING"
29578,"FRANKLIN AVENUE","JEFFERSON AVENUE","PUTNAM AVENUE","B",2017-10-27,2017-11-01,"DOT IN-HOUSE PAVING"
23079,"GREENWICH STREET","CARLISLE STREET","RECTOR STREET","M",2017-10-27,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
23079,"GREENWICH STREET","CARLISLE STREET","RECTOR STREET","M",2017-10-27,2017-10-30,"OCCUPANCY OF SIDEWALK AS STIPULATED"
23079,"GREENWICH STREET","CARLISLE STREET","RECTOR STREET","M",2017-10-27,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
34173,"WEST   40 STREET","5 AVENUE","6 AVENUE","M",2017-10-27,2017-10-30,"OCCUPANCY OF ROADWAY AS STIPULATED"
34173,"WEST   40 STREET","5 AVENUE","6 AVENUE","M",2017-10-27,2017-10-30,"PLACE CRANE OR SHOVEL ON STREET"
9678,"GOWER STREET","SOUTH GANNON AVENUE","WESTWOOD AVENUE","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
9672,"GOWER STREET","HOLDEN BOULEVARD","WESTWOOD AVENUE","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
8237,"GOWER STREET","HAROLD STREET","QUEEN STREET","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
8233,"GOWER STREET","BRIELLE AVENUE","PORTAGE AVENUE","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING-PROTECTED"
14517,"LEGION PLACE","HYLAN BOULEVARD","NARROWS ROAD SOUTH","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING"
15885,"MERLE PLACE","DEAD END","FINGERBOARD ROAD","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING"
15578,"COLTON STREET","MARYLAND AVENUE","ST JOHNS AVENUE","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING"
15598,"COLTON STREET","HYLAN BOULEVARD","MARYLAND AVENUE","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING"
118414,"GOWER STREET","DEAD END","HAROLD STREET","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING"
110822,"GOWER STREET","BEND","QUEEN STREET","S",2017-10-27,2018-01-01,"CONTRACT ROADWAY MILLING"
32568,"WEST    4 STREET","GREENE STREET","WASHINGTON SQUARE EAST","M",2017-10-27,2017-11-15,"OCCUPANCY OF ROADWAY AS STIPULATED"
14360,"NUGENT AVENUE","TONY COURT","VULCAN STREET","S",2017-10-26,2017-11-01,"OCCUPANCY OF ROADWAY AS STIPULATED"
14360,"NUGENT AVENUE","TONY COURT","VULCAN STREET","S",2017-10-26,2017-11-01,"PLACE CRANE OR SHOVEL ON STREET"
168012,"ROCKAWAY PARKWAY","AVENUE N","SEAVIEW AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
168013,"ROCKAWAY PARKWAY","AVENUE N","SEAVIEW AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
22515,"HOYT STREET","2 STREET","3 STREET","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
20683,"58 STREET","7 AVENUE","8 AVENUE","B",2017-10-26,2017-10-30,"DOT IN-HOUSE PAVING"
22518,"1 STREET","BOND STREET","HOYT STREET","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
22525,"1 STREET","BOND STREET","BODY OF WATER","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
22533,"HOYT STREET","PRESIDENT STREET","UNION STREET","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
22517,"HOYT STREET","1 STREET","2 STREET","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
22520,"HOYT STREET","CARROLL STREET","PRESIDENT STREET","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
22530,"HOYT STREET","CARROLL STREET","PRESIDENT STREET","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
22632,"1 STREET","3 AVENUE","WHITWELL PLACE","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
22768,"1 STREET","DENTON PLACE","WHITWELL PLACE","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
37190,"WEST   75 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","M",2017-10-26,2017-10-28,"OCCUPANCY OF ROADWAY AS STIPULATED"
37190,"WEST   75 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","M",2017-10-26,2017-10-28,"OCCUPANCY OF SIDEWALK AS STIPULATED"
37190,"WEST   75 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","M",2017-10-26,2017-10-28,"PLACE CRANE OR SHOVEL ON STREET"
41886,"EAST   43 STREET","CLARKSON AVENUE","LENOX ROAD","B",2017-10-26,2017-10-28,"OCCUPANCY OF ROADWAY AS STIPULATED"
41886,"EAST   43 STREET","CLARKSON AVENUE","LENOX ROAD","B",2017-10-26,2017-10-28,"OCCUPANCY OF SIDEWALK AS STIPULATED"
41886,"EAST   43 STREET","CLARKSON AVENUE","LENOX ROAD","B",2017-10-26,2017-10-28,"PLACE CRANE OR SHOVEL ON STREET"
74109,"68 STREET","60 DRIVE","ELIOT AVENUE","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE MILLING"
74109,"68 STREET","60 DRIVE","ELIOT AVENUE","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE PAVING"
74114,"68 STREET","59 ROAD","CALDWELL AVENUE","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE MILLING"
74103,"68 STREET","60 AVENUE","60 ROAD","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE PAVING"
74107,"68 STREET","60 DRIVE","60 ROAD","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE MILLING"
74107,"68 STREET","60 DRIVE","60 ROAD","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE PAVING"
9006337,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
14356,"NUGENT AVENUE","VULCAN STREET","WINFIELD STREET","S",2017-10-26,2017-11-01,"OCCUPANCY OF ROADWAY AS STIPULATED"
14357,"VULCAN STREET","NUGENT AVENUE","OLYMPIA BOULEVARD","S",2017-10-26,2017-11-01,"OCCUPANCY OF ROADWAY AS STIPULATED"
14360,"NUGENT AVENUE","TONY COURT","VULCAN STREET","S",2017-10-26,2017-11-01,"OCCUPANCY OF SIDEWALK AS STIPULATED"
162227,"1 STREET","4 AVENUE","DENTON PLACE","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
34972,"NORTH   12 STREET","KENT AVENUE","WYTHE AVENUE","B",2017-10-26,2017-11-29,"OCCUPANCY OF ROADWAY AS STIPULATED"
34978,"NORTH   13 STREET","KENT AVENUE","WYTHE AVENUE","B",2017-10-26,2017-11-29,"PLACE EQUIPMENT OTHER THAN CRANE OR SHOV"
22531,"HOYT STREET","PRESIDENT STREET","UNION STREET","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
168016,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
74103,"68 STREET","60 AVENUE","60 ROAD","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE MILLING"
46504,"ROCKAWAY PARKWAY","AVENUE K","HOLMES LANE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
46617,"ROCKAWAY PARKWAY","AVENUE M","AVENUE N","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
46619,"ROCKAWAY PARKWAY","AVENUE L","HOLMES LANE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
46624,"ROCKAWAY PARKWAY","AVENUE L","AVENUE M","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
162226,"1 STREET","4 AVENUE","DENTON PLACE","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
116390,"68 STREET","59 ROAD","MT OLIVET CEMETERY BOUNDARY","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE PAVING"
116391,"68 STREET","59 DRIVE","MT OLIVET CEMETERY BOUNDARY","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE MILLING"
116391,"68 STREET","59 DRIVE","MT OLIVET CEMETERY BOUNDARY","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE PAVING"
20585,"58 STREET","6 AVENUE","7 AVENUE","B",2017-10-26,2017-10-30,"DOT IN-HOUSE PAVING"
294040,"ROCKAWAY PARKWAY","AVENUE J","AVENUE K","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
294041,"ROCKAWAY PARKWAY","AVENUE J","AVENUE K","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006338,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006339,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006340,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006341,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006342,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006343,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006344,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006345,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006346,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9006347,"ROCKAWAY PARKWAY","SEAVIEW AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9007210,"ROCKAWAY PARKWAY","SCHENCK AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9007211,"ROCKAWAY PARKWAY","SCHENCK AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9007215,"ROCKAWAY PARKWAY","SCHENCK AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9007218,"ROCKAWAY PARKWAY","SCHENCK AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9007221,"ROCKAWAY PARKWAY","SCHENCK AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9007224,"ROCKAWAY PARKWAY","SCHENCK AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
9007227,"ROCKAWAY PARKWAY","SCHENCK AVENUE","SKIDMORE AVENUE","B",2017-10-26,2017-10-31,"DOT IN-HOUSE PAVING"
116390,"68 STREET","59 ROAD","MT OLIVET CEMETERY BOUNDARY","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE MILLING"
22519,"HOYT STREET","1 STREET","CARROLL STREET","B",2017-10-26,2017-10-30,"DOT IN-HOUSE MILLING"
34343,"WEST END AVENUE","WEST   64 STREET","WEST   65 STREET","M",2017-10-26,2017-11-01,"DOT IN-HOUSE PAVING"
34344,"WEST END AVENUE","WEST   65 STREET","WEST   66 STREET","M",2017-10-26,2017-11-01,"DOT IN-HOUSE PAVING"
34395,"WEST END AVENUE","WEST   70 STREET","WEST   71 STREET","M",2017-10-26,2017-11-01,"DOT IN-HOUSE PAVING"
34404,"WEST END AVENUE","WEST   71 STREET","WEST   72 STREET","M",2017-10-26,2017-11-01,"DOT IN-HOUSE PAVING"
74114,"68 STREET","59 ROAD","CALDWELL AVENUE","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE PAVING"
74120,"68 STREET","59 DRIVE","60 AVENUE","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE MILLING"
74120,"68 STREET","59 DRIVE","60 AVENUE","Q",2017-10-26,2017-11-30,"DOT IN-HOUSE PAVING"
